Classifications	Treatments	etrait	Annotation for etraita	eQTL	Lead_SNPb	P-valuec	eQTL_Typed	Candidate gene in eQTL region	Annotation for candidate genea
Static local-eQTLs	WS2	Zm00001d040554	Probable WRKY transcription factor 47	3:49328427~49333096	3_49330761	6.6599999999999995E-11	L	Zm00001d040554	Probable WRKY transcription factor 47
Static local-eQTLs	WW	Zm00001d012265	TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein	8:171473728~171474097	8_171473728	1.8800000000000001E-12	L	Zm00001d012265	TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
Static local-eQTLs	WS1	Zm00001d012265	TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein	8:171473664~171474097	8_171473728	8.9699999999999999E-14	L	Zm00001d012265	TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
Static local-eQTLs	WS2	Zm00001d012265	TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein	8:171473558~171474114	8_171474097	3.04E-12	L	Zm00001d012265	TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
Static local-eQTLs	WW	Zm00001d020679	/	7:127857836~127861446	7_127859741	1.44E-18	L	Zm00001d020679,Zm00001d020680	"/,\PHD finger protein MALE STERILITY 1\"""""
Static local-eQTLs	WS1	Zm00001d020679	/	7:127857836~127861446	7_127858831	5.0300000000000002E-18	L	Zm00001d020679,Zm00001d020680	"/,\PHD finger protein MALE STERILITY 1\"""""
Static local-eQTLs	WS2	Zm00001d020679	/	7:127857836~127861446	7_127858831	2.3499999999999998E-18	L	Zm00001d020679,Zm00001d020680	"/,\PHD finger protein MALE STERILITY 1\"""""
Static local-eQTLs	WW	Zm00001d041575	Diaminopimelate epimerase chloroplastic	3:127812034~127821901	3_127812034	1.7999999999999999E-11	L	Zm00001d041575	Diaminopimelate epimerase chloroplastic
Static local-eQTLs	WS1	Zm00001d041575	Diaminopimelate epimerase chloroplastic	3:127812034~127821901	3_127821901	4.2800000000000001E-9	L	Zm00001d041575	Diaminopimelate epimerase chloroplastic
Static local-eQTLs	WS2	Zm00001d041575	Diaminopimelate epimerase chloroplastic	3:127812034~127821901	3_127812034	1.7500000000000001E-13	L	Zm00001d041575	Diaminopimelate epimerase chloroplastic
Static local-eQTLs	WW	Zm00001d005554	Two-pore potassium channel 3	2:178299768~178303571	2_178303470	2.9400000000000003E-11	L	Zm00001d005554	Two-pore potassium channel 3
Static local-eQTLs	WS1	Zm00001d005554	Two-pore potassium channel 3	2:178299768~178303571	2_178303142	6.1800000000000004E-10	L	Zm00001d005554	Two-pore potassium channel 3
Static local-eQTLs	WS2	Zm00001d005554	Two-pore potassium channel 3	2:178299768~178303571	2_178303470	1.8600000000000001E-8	L	Zm00001d005554	Two-pore potassium channel 3
Static local-eQTLs	WW	Zm00001d011049	/	8:137407514~137411950	8_137410630	1.13E-13	L	Zm00001d011049	/
Static local-eQTLs	WS1	Zm00001d011049	/	8:137407514~137411950	8_137410630	4.2100000000000002E-15	L	Zm00001d011049	/
Static local-eQTLs	WS2	Zm00001d011049	/	8:137407531~137411950	8_137410630	1.01E-16	L	Zm00001d011049	/
Static local-eQTLs	WW	Zm00001d034040	Probable calcium-binding protein CML27	1:282003402~282005755	1_282005494	7.8399999999999997E-21	L	Zm00001d034039	Two-pore potassium channel 1
Static local-eQTLs	WS1	Zm00001d034040	Probable calcium-binding protein CML27	1:282003402~282005755	1_282005494	3.5499999999999999E-19	L	Zm00001d034039	Two-pore potassium channel 1
Static local-eQTLs	WS2	Zm00001d034040	Probable calcium-binding protein CML27	1:282003402~282005755	1_282005494	2.6899999999999999E-20	L	Zm00001d034039	Two-pore potassium channel 1
Static local-eQTLs	WW	Zm00001d005140	Meiotic nuclear division protein 1 homolog	2:160691634~160697717	2_160697448	1.9100000000000001E-19	L	Zm00001d005141,Zm00001d005140	"/,\Meiotic nuclear division protein 1 homolog\"""""
Static local-eQTLs	WS1	Zm00001d005140	Meiotic nuclear division protein 1 homolog	2:160691634~160697717	2_160697448	1.3199999999999999E-18	L	Zm00001d005141,Zm00001d005140	"/,\Meiotic nuclear division protein 1 homolog\"""""
Static local-eQTLs	WS2	Zm00001d005140	Meiotic nuclear division protein 1 homolog	2:160691634~160697717	2_160697448	6.8800000000000004E-17	L	Zm00001d005141,Zm00001d005140	"/,\Meiotic nuclear division protein 1 homolog\"""""
Static local-eQTLs	WW	Zm00001d009776	Translation initiation factor IF-2	8:80598087~80602191	8_80602149	1.74E-17	L	Zm00001d009775,Zm00001d009776	"Eukaryotic aspartyl protease family protein,\Translation initiation factor IF-2\"""""
Static local-eQTLs	WS1	Zm00001d009776	Translation initiation factor IF-2	8:80598087~80602191	8_80602149	1.17E-16	L	Zm00001d009775,Zm00001d009776	"Eukaryotic aspartyl protease family protein,\Translation initiation factor IF-2\"""""
Static local-eQTLs	WS2	Zm00001d009776	Translation initiation factor IF-2	8:80599190~80602191	8_80602149	1.3899999999999999E-13	L	Zm00001d009775,Zm00001d009776	"Eukaryotic aspartyl protease family protein,\Translation initiation factor IF-2\"""""
Static local-eQTLs	WW	Zm00001d034251	S-adenosyl-L-methionine-dependent tRNA 4- demethylwyosine synthase	1:287917078~287924948	1_287920755	1.42E-11	L	Zm00001d034250,Zm00001d034251	"Probable methyltransferase PMT28,\S-adenosyl-L-methionine-dependent tRNA 4- demethylwyosine synthase\"""""
Static local-eQTLs	WS1	Zm00001d034251	S-adenosyl-L-methionine-dependent tRNA 4- demethylwyosine synthase	1:287916921~287925227	1_287920755	5.3600000000000004E-13	L	Zm00001d034250,Zm00001d034251	"Probable methyltransferase PMT28,\S-adenosyl-L-methionine-dependent tRNA 4- demethylwyosine synthase\"""""
Static local-eQTLs	WS2	Zm00001d034251	S-adenosyl-L-methionine-dependent tRNA 4- demethylwyosine synthase	1:287919633~287924825	1_287924825	5.5500000000000002E-11	L	Zm00001d034250,Zm00001d034251	"Probable methyltransferase PMT28,\S-adenosyl-L-methionine-dependent tRNA 4- demethylwyosine synthase\"""""
Static local-eQTLs	WW	Zm00001d016825	SPla/RYanodine receptor (SPRY) domain-containing protein	5:177531749~177546490	5_177534970	2.6799999999999999E-17	L	Zm00001d016826,Zm00001d016827,Zm00001d016825	"proline-rich family protein,\DDT domain-containing protein\"",\""SPla/RYanodine receptor (SPRY) domain-containing protein\"""""
Static local-eQTLs	WS1	Zm00001d016825	SPla/RYanodine receptor (SPRY) domain-containing protein	5:177531749~177546490	5_177534970	2.4200000000000002E-12	L	Zm00001d016826,Zm00001d016827,Zm00001d016825	"proline-rich family protein,\DDT domain-containing protein\"",\""SPla/RYanodine receptor (SPRY) domain-containing protein\"""""
Static local-eQTLs	WS2	Zm00001d016825	SPla/RYanodine receptor (SPRY) domain-containing protein	5:177532037~177540978	5_177534970	5.7900000000000002E-12	L	Zm00001d016826,Zm00001d016827,Zm00001d016825	"proline-rich family protein,\DDT domain-containing protein\"",\""SPla/RYanodine receptor (SPRY) domain-containing protein\"""""
Static local-eQTLs	WW	Zm00001d033479	Signal peptidase complex subunit 1  	1:263880522~263882641	1_263880522	2.0600000000000001E-13	L	Zm00001d033479,Zm00001d033480	"Signal peptidase complex subunit 1  ,\5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase  \"""""
Static local-eQTLs	WS1	Zm00001d033479	Signal peptidase complex subunit 1  	1:263880288~263882641	1_263880522	4.0699999999999998E-13	L	Zm00001d033479,Zm00001d033480	"Signal peptidase complex subunit 1  ,\5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase  \"""""
Static local-eQTLs	WS2	Zm00001d033479	Signal peptidase complex subunit 1  	1:263880288~263887630	1_263881089	1.5799999999999999E-9	L	Zm00001d033479,Zm00001d033480	"Signal peptidase complex subunit 1  ,\5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase  \"""""
Static local-eQTLs	WW	Zm00001d016144	Chalcone isomerase 3  	5:146550234~146555228	5_146553141	1.2300000000000001E-9	L	Zm00001d016144	Chalcone isomerase 3  
Static local-eQTLs	WS1	Zm00001d016144	Chalcone isomerase 3  	5:146550967~146555228	5_146553141	1.02E-9	L	Zm00001d016144	Chalcone isomerase 3  
Static local-eQTLs	WS2	Zm00001d016144	Chalcone isomerase 3  	5:146540558~146542584	5_146542088	1.51E-8	L	Zm00001d016144	Chalcone isomerase 3  
Static local-eQTLs	WW	Zm00001d047265	Transcription initiation factor TFIID subunit 9	9:124807933~124811785	9_124808134	2.1799999999999998E-11	L	Zm00001d047265	Transcription initiation factor TFIID subunit 9
Static local-eQTLs	WS1	Zm00001d047265	Transcription initiation factor TFIID subunit 9	9:124807933~124811785	9_124808134	2.0000000000000001E-13	L	Zm00001d047265	Transcription initiation factor TFIID subunit 9
Static local-eQTLs	WS2	Zm00001d047265	Transcription initiation factor TFIID subunit 9	9:124807896~124811785	9_124808134	8.8400000000000003E-12	L	Zm00001d047265	Transcription initiation factor TFIID subunit 9
Static local-eQTLs	WW	Zm00001d004172	Putative translation elongation/initiation factor family protein  	2:89150683~89179779	2_89170508	1.5799999999999999E-8	L	Zm00001d004173,Zm00001d004172	"/,\Putative translation elongation/initiation factor family protein  \"""""
Static local-eQTLs	WS1	Zm00001d004172	Putative translation elongation/initiation factor family protein  	2:89150683~89179779	2_89170005	2.5500000000000001E-9	L	Zm00001d004173,Zm00001d004172	"/,\Putative translation elongation/initiation factor family protein  \"""""
Static local-eQTLs	WS2	Zm00001d004172	Putative translation elongation/initiation factor family protein  	2:89154816~89179779	2_89172972	4.97E-9	L	Zm00001d004173,Zm00001d004172	"/,\Putative translation elongation/initiation factor family protein  \"""""
Static local-eQTLs	WW	Zm00001d016949	YGL010w	5:180935776~180939370	5_180935915	3.5000000000000002E-13	L	Zm00001d016949	YGL010w
Static local-eQTLs	WS1	Zm00001d016949	YGL010w	5:180935842~180941085	5_180935915	2.3400000000000001E-12	L	Zm00001d016949	YGL010w
Static local-eQTLs	WS2	Zm00001d016949	YGL010w	5:180935915~180939437	5_180936105	1.0700000000000001E-12	L	Zm00001d016949	YGL010w
Static local-eQTLs	WW	Zm00001d007934	U3 small nucleolar RNA-associated protein 6	2:243390271~243394714	2_243390271	3.1799999999999999E-10	L	Zm00001d007934	U3 small nucleolar RNA-associated protein 6
Static local-eQTLs	WS1	Zm00001d007934	U3 small nucleolar RNA-associated protein 6	2:243390271~243394714	2_243394117	1.2600000000000001E-12	L	Zm00001d007934	U3 small nucleolar RNA-associated protein 6
Static local-eQTLs	WS2	Zm00001d007934	U3 small nucleolar RNA-associated protein 6	2:243390271~243394714	2_243390271	1.96E-13	L	Zm00001d007934	U3 small nucleolar RNA-associated protein 6
Static local-eQTLs	WW	Zm00001d005959	 empty pericarp6	2:193814265~193824119	2_193816212	7.9900000000000003E-10	L	Zm00001d005958,Zm00001d005959	" methyl binding domain117,\ empty pericarp6\"""""
Static local-eQTLs	WS1	Zm00001d005959	 empty pericarp6	2:193814608~193824647	2_193819440	3.46E-9	L	Zm00001d005958,Zm00001d005959	" methyl binding domain117,\ empty pericarp6\"""""
Static local-eQTLs	WS2	Zm00001d005959	 empty pericarp6	2:193814571~193824647	2_193817882	2.4099999999999999E-10	L	Zm00001d005958,Zm00001d005959	" methyl binding domain117,\ empty pericarp6\"""""
Static local-eQTLs	WW	Zm00001d052656	/	4:196022259~196032631	4_196024986	1.7E-14	L	Zm00001d052654,Zm00001d052655,Zm00001d052656	"Germin-like protein subfamily 3 member 4,\SNARE associated Golgi protein family\"",\""/\"""""
Static local-eQTLs	WS1	Zm00001d052656	/	4:196022259~196031344	4_196022608	2.3100000000000001E-14	L	Zm00001d052654,Zm00001d052655,Zm00001d052656	"Germin-like protein subfamily 3 member 4,\SNARE associated Golgi protein family\"",\""/\"""""
Static local-eQTLs	WS2	Zm00001d052656	/	4:196022259~196031344	4_196024986	2.4099999999999998E-13	L	Zm00001d052654,Zm00001d052655,Zm00001d052656	"Germin-like protein subfamily 3 member 4,\SNARE associated Golgi protein family\"",\""/\"""""
Static local-eQTLs	WW	Zm00001d010128	 acidic ribosomal protein P2b (rpp2b)	8:100554240~100558468	8_100554758	6.5199999999999997E-12	L	Zm00001d010128	 acidic ribosomal protein P2b (rpp2b)
Static local-eQTLs	WS1	Zm00001d010128	 acidic ribosomal protein P2b (rpp2b)	8:100554240~100558468	8_100554758	2.3400000000000002E-9	L	Zm00001d010128	 acidic ribosomal protein P2b (rpp2b)
Static local-eQTLs	WS2	Zm00001d010128	 acidic ribosomal protein P2b (rpp2b)	8:100554240~100558468	8_100556092	2.5199999999999999E-15	L	Zm00001d010128	 acidic ribosomal protein P2b (rpp2b)
Static local-eQTLs	WW	Zm00001d016477	Eukaryotic aspartyl protease family protein	5:163950705~163952229	5_163951340	7.4000000000000003E-10	L	Zm00001d016477	Eukaryotic aspartyl protease family protein
Static local-eQTLs	WS1	Zm00001d016477	Eukaryotic aspartyl protease family protein	5:163951048~163952229	5_163951059	6.9600000000000001E-8	L	Zm00001d016477	Eukaryotic aspartyl protease family protein
Static local-eQTLs	WS2	Zm00001d016477	Eukaryotic aspartyl protease family protein	5:163950940~163951126	5_163951059	8.8200000000000006E-9	L	Zm00001d016477	Eukaryotic aspartyl protease family protein
Static local-eQTLs	WW	Zm00001d025767	La protein 1	10:128984778~128990518	10_128986477	3.1199999999999999E-16	L	Zm00001d025767	La protein 1
Static local-eQTLs	WS1	Zm00001d025767	La protein 1	10:128984778~128990518	10_128990507	2.3099999999999999E-17	L	Zm00001d025767	La protein 1
Static local-eQTLs	WS2	Zm00001d025767	La protein 1	10:128984778~128990518	10_128990507	2.8899999999999998E-13	L	Zm00001d025767	La protein 1
Static local-eQTLs	WW	Zm00001d007354	Long chain base biosynthesis protein 2a	2:229498784~229500975	2_229499276	1.3100000000000001E-16	L	Zm00001d007354	Long chain base biosynthesis protein 2a
Static local-eQTLs	WS1	Zm00001d007354	Long chain base biosynthesis protein 2a	2:229498784~229500975	2_229498828	3.5200000000000001E-20	L	Zm00001d007354	Long chain base biosynthesis protein 2a
Static local-eQTLs	WS2	Zm00001d007354	Long chain base biosynthesis protein 2a	2:229498784~229500975	2_229498974	5.3100000000000002E-18	L	Zm00001d007354	Long chain base biosynthesis protein 2a
Static local-eQTLs	WW	Zm00001d027976	GLABRA2 expression modulator	1:19021107~19025034	1_19023772	7.2299999999999998E-11	L	Zm00001d027976	GLABRA2 expression modulator
Static local-eQTLs	WS1	Zm00001d027976	GLABRA2 expression modulator	1:19023123~19025033	1_19023431	1.7599999999999999E-9	L	Zm00001d027976	GLABRA2 expression modulator
Static local-eQTLs	WS2	Zm00001d027976	GLABRA2 expression modulator	1:19023431~19025033	1_19023772	8.6500000000000001E-10	L	Zm00001d027976	GLABRA2 expression modulator
Static local-eQTLs	WW	Zm00001d020603	Eukaryotic initiation factor 4F subunit p150 isoform 1	7:124324358~124329105	7_124327920	2.9900000000000001E-11	L	Zm00001d020602	alpha/beta-Hydrolases superfamily protein
Static local-eQTLs	WS1	Zm00001d020603	Eukaryotic initiation factor 4F subunit p150 isoform 1	7:124324358~124329105	7_124328395	1.26E-14	L	Zm00001d020602	alpha/beta-Hydrolases superfamily protein
Static local-eQTLs	WS2	Zm00001d020603	Eukaryotic initiation factor 4F subunit p150 isoform 1	7:124324358~124329105	7_124328343	1.43E-12	L	Zm00001d020602	alpha/beta-Hydrolases superfamily protein
Static local-eQTLs	WW	Zm00001d037712	MAR-binding filament-like protein 1	6:134848923~134856139	6_134849217	1.0199999999999999E-11	L	Zm00001d037712	MAR-binding filament-like protein 1
Static local-eQTLs	WS1	Zm00001d037712	MAR-binding filament-like protein 1	6:134848944~134850081	6_134849880	1.6299999999999999E-7	L	Zm00001d037712	MAR-binding filament-like protein 1
Static local-eQTLs	WS2	Zm00001d037712	MAR-binding filament-like protein 1	6:134848923~134856139	6_134849880	9.6999999999999996E-10	L	Zm00001d037712	MAR-binding filament-like protein 1
Static local-eQTLs	WW	Zm00001d016815	Pentatricopeptide repeat-containing protein 	5:177051814~177058135	5_177054060	7.6400000000000006E-12	L	Zm00001d016815,Zm00001d016816	"Pentatricopeptide repeat-containing protein ,\P-loop containing nucleoside triphosphate hydrolases superfamily protein\"""""
Static local-eQTLs	WS1	Zm00001d016815	Pentatricopeptide repeat-containing protein 	5:177051814~177058135	5_177054060	2.7099999999999999E-9	L	Zm00001d016815,Zm00001d016816	"Pentatricopeptide repeat-containing protein ,\P-loop containing nucleoside triphosphate hydrolases superfamily protein\"""""
Static local-eQTLs	WS2	Zm00001d016815	Pentatricopeptide repeat-containing protein 	5:177051814~177058135	5_177054022	4.7699999999999999E-13	L	Zm00001d016815,Zm00001d016816	"Pentatricopeptide repeat-containing protein ,\P-loop containing nucleoside triphosphate hydrolases superfamily protein\"""""
Static local-eQTLs	WW	Zm00001d015200	5'-AMP-activated protein kinase-related	5:78980288~78988301	5_78985161	6.3200000000000003E-13	L	Zm00001d015200,Zm00001d015201	"5'-AMP-activated protein kinase-related,\Protein NLP6\"""""
Static local-eQTLs	WS1	Zm00001d015200	5'-AMP-activated protein kinase-related	5:78980002~78986976	5_78985003	3.9000000000000003E-15	L	Zm00001d015200,Zm00001d015201	"5'-AMP-activated protein kinase-related,\Protein NLP6\"""""
Static local-eQTLs	WS2	Zm00001d015200	5'-AMP-activated protein kinase-related	5:78982757~78986976	5_78983756	6.51E-18	L	Zm00001d015200,Zm00001d015201	"5'-AMP-activated protein kinase-related,\Protein NLP6\"""""
Static local-eQTLs	WW	Zm00001d017748	3-dehydrosphinganine reductase TSC10B	5:205852019~205854037	5_205853301	7.0700000000000002E-13	L	Zm00001d017748	3-dehydrosphinganine reductase TSC10B
Static local-eQTLs	WS1	Zm00001d017748	3-dehydrosphinganine reductase TSC10B	5:205852019~205854037	5_205853302	6.0399999999999995E-13	L	Zm00001d017748	3-dehydrosphinganine reductase TSC10B
Static local-eQTLs	WS2	Zm00001d017748	3-dehydrosphinganine reductase TSC10B	5:205852019~205854037	5_205853302	2.4200000000000001E-11	L	Zm00001d017748	3-dehydrosphinganine reductase TSC10B
Static local-eQTLs	WW	Zm00001d000443	Putative WEB family protein  chloroplastic	181:31257~34009	181_31989	7.4899999999999998E-12	L	Zm00001d000443	Putative WEB family protein  chloroplastic
Static local-eQTLs	WS1	Zm00001d000443	Putative WEB family protein  chloroplastic	181:31257~33191	181_31589	2.9300000000000002E-10	L	Zm00001d000443	Putative WEB family protein  chloroplastic
Static local-eQTLs	WS2	Zm00001d000443	Putative WEB family protein  chloroplastic	181:31257~33191	181_31365	3.3E-10	L	Zm00001d000443	Putative WEB family protein  chloroplastic
Static local-eQTLs	WW	Zm00001d033055	4-coumarate--CoA ligase-like 7	1:248794533~248811490	1_248795188	6.5900000000000002E-15	L	Zm00001d033055,Zm00001d033056,Zm00001d033057	"4-coumarate--CoA ligase-like 7,\Purple acid phosphatase  \"",\""/\"""""
Static local-eQTLs	WS1	Zm00001d033055	4-coumarate--CoA ligase-like 7	1:248794533~248811490	1_248795513	7.6700000000000004E-16	L	Zm00001d033055,Zm00001d033056,Zm00001d033057	"4-coumarate--CoA ligase-like 7,\Purple acid phosphatase  \"",\""/\"""""
Static local-eQTLs	WS2	Zm00001d033055	4-coumarate--CoA ligase-like 7	1:248794533~248811490	1_248796682	1.2599999999999999E-13	L	Zm00001d033055,Zm00001d033056,Zm00001d033057	"4-coumarate--CoA ligase-like 7,\Purple acid phosphatase  \"",\""/\"""""
